name,City,countryName,IATA,Latitude, Logtitude,Altitude,Timezone
Izumo Airport,Izumo,Japan,IZO,35.4136009216,132.88999939,15,9.0
Miho Yonago Airport,Miho,Japan,YGJ,35.4921989440918,133.23599243164062,20,9.0
Kochi Airport,Kochi,Japan,KCZ,33.546101,133.669006,42,9.0
Matsuyama Airport,Matsuyama,Japan,MYJ,33.82720184326172,132.69999694824222,25,9.0
Osaka International Airport,Osaka,Japan,ITM,34.785499572753906,135.43800354003906,50,9.0
Tottori Airport,Tottori,Japan,TTJ,35.530101776100004,134.167007446,65,9.0
Tokushima Airport/JMSDF Air Base,Tokushima,Japan,TKS,34.132801,134.60699499999998,26,9.0
Takamatsu Airport,Takamatsu,Japan,TAK,34.214199066199996,134.01600647,607,9.0
Aomori Airport,Aomori,Japan,AOJ,40.73469924926758,140.69099426269528,664,9.0
Yamagata Airport,Yamagata,Japan,GAJ,38.4118995667,140.371002197,353,9.0
Hanamaki Airport,Hanamaki,Japan,HNA,39.4286003112793,141.13499450683594,297,9.0
Akita Airport,Akita,Japan,AXT,39.6156005859375,140.218994140625,313,9.0
Misawa Air Base,Misawa,Japan,MSJ,40.7032012939,141.367996216,119,9.0
Sendai Airport,Sendai,Japan,SDJ,38.139701843299996,140.917007446,15,9.0
Hachijojima Airport,Hachijojima,Japan,HAC,33.1150016785,139.785995483,303,9.0
Oshima Airport,Oshima,Japan,OIM,34.7820014954,139.36000061,130,9.0
Tokyo Haneda International Airport,Tokyo,Japan,HND,35.552299,139.779999,35,9.0
Naha Airport,Okinawa,Japan,OKA,26.1958007812,127.64600372299999,12,9.0
New Ishigaki Airport,Ishigaki,Japan,ISG,24.396389000000003,124.245,102,9.0
Kumejima Airport,Kumejima,Japan,UEO,26.36350059509277,126.71399688720705,23,9.0
Miyako Airport,Miyako,Japan,MMY,24.7828006744,125.294998169,150,9.0
Ninoy Aquino International Airport,Manila,Philippines,MNL,14.5086,121.019997,75,8.0
Awang Airport,Cotabato,Philippines,CBO,7.165239810943604,124.20999908447266,189,8.0
Pagadian Airport,Pagadian,Philippines,PAG,7.830731447869999,123.461179733,5,8.0
General Santos International Airport,Romblon,Philippines,GES,6.058000087740001,125.096000671,505,8.0
Zamboanga International Airport,Zamboanga,Philippines,ZAM,6.922420024871826,122.05999755859376,33,8.0
San Jose Airport,San Jose,Philippines,SJI,12.361499786399998,121.04699707,14,8.0
Daniel Z. Romualdez Airport,Tacloban,Philippines,TAC,11.228035,125.02776100000001,10,8.0
Bacolod-Silay Airport,Bacolod,Philippines,BCD,10.642511,123.014999,82,8.0
Sibulan Airport,Dumaguete,Philippines,DGT,9.3337097168,123.30000305200001,15,8.0
Godofredo P. Ramos Airport,Caticlan,Philippines,MPH,11.924503,121.954002,7,8.0
Iloilo International Airport,Iloilo,Philippines,ILO,10.833017,122.493358,27,8.0
Kalibo International Airport,Kalibo,Philippines,KLO,11.679400444,122.375999451,14,8.0
Puerto Princesa Airport,Puerto Princesa,Philippines,PPS,9.742119789123537,118.75900268554688,71,8.0
General Urquiza Airport,Parana,Argentina,PRA,-31.7948,-60.4804,242,-3.0
Islas Malvinas Airport,Rosario,Argentina,ROS,-32.9036,-60.785,85,-3.0
Sauce Viejo Airport,Santa Fe,Argentina,SFN,-31.7117,-60.8117,55,-3.0
Jorge Newbery Airpark,Buenos Aires,Argentina,AEP,-34.5592,-58.4156,18,-3.0
Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,-31.323601,-64.208,1604,-3.0
El Plumerillo Airport,Mendoza,Argentina,MDZ,-32.831699371300004,-68.7929000854,2310,-3.0
Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,AFA,-34.588299,-68.4039,2470,-3.0
Catamarca Airport,Catamarca,Argentina,CTC,-28.5956001282,-65.751701355,1522,-3.0
Vicecomodoro Angel D. La Paz Aragones Airport,Santiago Del Estero,Argentina,SDE,-27.7655563354,-64.3099975586,656,-3.0
Capitan V A Almonacid Airport,La Rioja,Argentina,IRJ,-29.381599426300003,-66.7957992554,1437,-3.0
Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,-26.8409,-65.104897,1493,-3.0
Domingo Faustino Sarmiento Airport,San Juan,Argentina,UAQ,-31.571501,-68.418198,1958,-3.0
Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,LUQ,-33.2732009888,-66.3563995361,2328,-3.0
Resistencia International Airport,Resistencia,Argentina,RES,-27.45,-59.0561,173,-3.0
Formosa Airport,Formosa,Argentina,FMA,-26.2127,-58.2281,193,-3.0
Cataratas Del Iguazu International Airport,Iguazu Falls,Argentina,IGR,-25.737301000000002,-54.4734,916,-3.0
Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,PSS,-27.3858,-55.9707,430,-3.0
Martin Miguel De Guemes International Airport,Salta,Argentina,SLA,-24.856000900300003,-65.4861984253,4088,-3.0
Gobernador Horacio Guzman International Airport,Jujuy,Argentina,JUJ,-24.392799,-65.097801,3019,-3.0
General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,-45.7853,-67.4655,189,-3.0
Brigadier Antonio Parodi Airport,Esquel,Argentina,EQS,-42.908000946,-71.139503479,2621,-3.0
Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,-43.2105,-65.2703,141,-3.0
Gobernador Castello Airport,Viedma,Argentina,VDM,-40.8692,-63.0004,20,-3.0
El Tehuelche Airport,Puerto Madryn,Argentina,PMY,-42.7592,-65.1027,427,-3.0
Hermes Quijada International Airport,Rio Grande,Argentina,RGA,-53.7777,-67.7494,65,-3.0
Piloto Civil N. Fernandez Airport,Rio Gallegos,Argentina,RGL,-51.6089,-69.3126,61,-3.0
Malvinas Argentinas Airport,Ushuaia,Argentina,USH,-54.8433,-68.2958,102,-3.0
Comandante Espora Airport,Bahia Blanca,Argentina,BHI,-38.725,-62.1693,246,-3.0
Piazzola International Airport,Mar Del Plata,Argentina,MDQ,-37.9342,-57.5733,72,-3.0
Presidente Peron Airport,Neuquen,Argentina,NQN,-38.949001,-68.15570100000001,895,-3.0
Santa Rosa Airport,Santa Rosa,Argentina,RSA,-36.588299,-64.27570300000001,630,-3.0
San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,-41.151199,-71.157501,2774,-3.0
Aviador C. Campos Airport,San Martin Des Andes,Argentina,CPC,-40.075401,-71.137299,2569,-3.0
Araraquara Airport,Araracuara,Brazil,AQA,-21.812000274699997,-48.13299942020001,2334,-3.0
Santa Maria Airport,Aracaju,Brazil,AJU,-10.984000206,-37.0703010559,23,-3.0
Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,AFL,-9.866389274600001,-56.104999542200005,948,-4.0
Aracatuba Airport,Aracatuba,Brazil,ARU,-21.1413002014,-50.4247016907,1361,-3.0
Val de Cans/Julio Cezar Ribeiro International Airport,Belem,Brazil,BEL,-1.3792500495900002,-48.476299285900005,54,-3.0
Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,PLU,-19.851200103759766,-43.950599670410156,2589,-3.0
Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,-15.86916732788086,-47.92083358764648,3497,-3.0
Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB,2.8413889408099995,-60.69222259520001,276,-4.0
Cascavel Airport,Cascavel,Brazil,CAC,-25.0002994537,-53.5008010864,2473,-3.0
Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,-19.62444305419922,-43.97194290161133,2715,-3.0
Campo Grande Airport,Campo Grande,Brazil,CGR,-20.468700408900002,-54.6725006104,1833,-4.0
Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP,-27.134199142456,-52.656600952148,2146,-3.0
Diomicio Freitas Airport,Criciuma,Brazil,CCM,-28.724443435700003,-49.4213905334,93,-3.0
Bartolomeu Lisandro Airport,Campos,Brazil,CAW,-21.698299408,-41.301700591999996,57,-3.0
Corumba International Airport,Corumba,Brazil,CMG,-19.0119438171,-57.6713905334,461,-4.0
Afonso Pena Airport,Curitiba,Brazil,CWB,-25.5284996033,-49.175800323500006,2988,-3.0
Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,CXJ,-29.197099685700003,-51.1875,2472,-3.0
Marechal Rondon Airport,Cuiaba,Brazil,CGB,-15.6528997421,-56.1166992188,617,-4.0
Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,CZS,-7.59990978241,-72.7695007324,637,-5.0
Presidente Prudente Airport,President Prudente,Brazil,PPB,-22.1751003265,-51.4245986938,1477,-3.0
Eduardo Gomes International Airport,Manaus,Brazil,MAO,-3.038609981536865,-60.04970169067383,264,-4.0
Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,-25.60027885437012,-54.48500061035156,786,-3.0
Hercilio Luz International Airport,Florianopolis,Brazil,FLN,-27.670278549194336,-48.5525016784668,16,-3.0
Fernando de Noronha Airport,Fernando Do Noronha,Brazil,FEN,-3.8549300000000004,-32.423302,193,-3.0
Pinto Martins International Airport,Fortaleza,Brazil,FOR,-3.776279926300049,-38.53260040283203,82,-3.0
Rio Galeo Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,-22.809999465900002,-43.2505569458,28,-3.0
Santa Genoveva Airport,Goiania,Brazil,GYN,-16.631999969482422,-49.22069931030274,2450,-3.0
Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,Brazil,GRU,-23.435556411743164,-46.47305679321289,2459,-3.0
Altamira Airport,Altamira,Brazil,ATM,-3.2539100646973,-52.254001617432,369,-3.0
Itaituba Airport,Itaituba,Brazil,ITB,-4.2423400878906,-56.000701904296996,110,-3.0
Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,-14.815999984741001,-39.033199310303004,15,-3.0
Usiminas Airport,Ipatinga,Brazil,IPN,-19.470699310302997,-42.487598419189,784,-3.0
Prefeito Renato Moreira Airport,Imperatriz,Brazil,IMP,-5.53129,-47.459998999999996,432,-3.0
Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,-7.145833015440002,-34.9486122131,217,-3.0
Lauro Carneiro de Loyola Airport,Joinville,Brazil,JOI,-26.22450065612793,-48.797401428222656,15,-3.0
Presidente Joao Suassuna Airport,Campina Grande,Brazil,CPV,-7.26992,-35.8964,1646,-3.0
Viracopos International Airport,Campinas,Brazil,VCP,-23.0074005127,-47.1344985962,2170,-3.0
Governador Jose Richa Airport,Londrina,Brazil,LDB,-23.3335990906,-51.1301002502,1867,-3.0
Joao Correa da Rocha Airport,Maraba,Brazil,MAB,-5.36858987808,-49.1380004883,357,-3.0
Monte Dourado Airport,Almeirim,Brazil,MEU,-0.8898389999999999,-52.6022,677,-3.0
Regional de Maringa Airport,Maringa,Brazil,MGF,-23.4794445038,-52.01222229,1788,-3.0
Mario Ribeiro Airport,Montes Claros,Brazil,MOC,-16.706899642899998,-43.818901061999995,2191,-3.0
Zumbi dos Palmares Airport,Maceio,Brazil,MCZ,-9.510809898376463,-35.79169845581055,387,-3.0
Alberto Alcolumbre Airport,Macapa,Brazil,MCP,0.0506640002131,-51.0722007751,56,-3.0
Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,-26.879998999999998,-48.651402000000004,18,-3.0
Greater Natal International Airport,Natal,Brazil,NAT,-5.768056,-35.376111,272,-3.0
Salgado Filho Airport,Porto Alegre,Brazil,POA,-29.994400024414066,-51.1713981628418,11,-3.0
Prefeito Doutor Joao Silva Filho Airport,Parnaiba,Brazil,PHB,-2.89374995232,-41.73199844359999,16,-3.0
Lauro Kurtz Airport,Passo Fundo,Brazil,PFB,-28.243999,-52.326599,2376,-3.0
Pelotas International Airport,Pelotas,Brazil,PET,-31.718398999999998,-52.327702,59,-3.0
Senador Nilo Coelho Airport,Petrolina,Brazil,PNZ,-9.362409591674805,-40.56909942626953,1263,-3.0
Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,PVH,-8.70928955078125,-63.90230178833008,290,-4.0
Placido de Castro Airport,Rio Branco,Brazil,RBR,-9.868888854980467,-67.89805603027344,633,-5.0
Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC,-8.126489639282228,-34.923599243164055,33,-3.0
Santos Dumont Airport,Rio De Janeiro,Brazil,SDU,-22.910499572800003,-43.1631011963,11,-3.0
Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,-21.136388778686523,-47.77666854858398,1806,-3.0
Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,SJK,-23.22920036315918,-45.86149978637695,2120,-3.0
Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,-2.585360050201416,-44.23410034179688,178,-3.0
Congonhas Airport,Sao Paulo,Brazil,CGH,-23.626110076904297,-46.65638732910156,2631,-3.0
Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,SJP,-20.8166007996,-49.40650177,1784,-3.0
Deputado Luiz Eduardo Magalhaes International Airport,Salvador,Brazil,SSA,-12.9086112976,-38.3224983215,64,-3.0
